Year,Serie de tiempo,Entidad federativa,Municipios,Sexo,Poblaciones,GeoCode,Value
2010,Censo de Población y Vivienda,Tlaxcala,El Carmen Tequexquitla,,Afromexicana o afrodescendiente,29007,0.0
2010,Censo de Población y Vivienda,Tlaxcala,El Carmen Tequexquitla,,Residentes en otra entidad 5 años atrás,29007,97.83783784
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,Total,,29008,98.49948763
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,Hombres,,29008,98.30807709
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,Mujeres,,29008,98.68900218
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,,Hablantes de lengua indigena,29008,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,,Discapacidad,29008,97.60589319
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,,Afromexicana o afrodescendiente,29008,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Cuapiaxtla,,Residentes en otra entidad 5 años atrás,29008,97.55434783
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,Total,,29009,98.18397158
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,Hombres,,29009,98.00319489
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,Mujeres,,29009,98.36065574
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,,Hablantes de lengua indigena,29009,98.04
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,,Discapacidad,29009,98.16176471
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,,Afromexicana o afrodescendiente,29009,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Cuaxomulco,,Residentes en otra entidad 5 años atrás,29009,99.375
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,Total,,29010,99.24281509
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,Hombres,,29010,99.28299492
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,Mujeres,,29010,99.20597987
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,,Hablantes de lengua indigena,29010,98.59
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,,Discapacidad,29010,98.85496183
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,,Afromexicana o afrodescendiente,29010,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Chiautempan,,Residentes en otra entidad 5 años atrás,29010,98.90880748
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,Total,,29011,97.01074264
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,Hombres,,29011,97.16937355
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,Mujeres,,29011,96.85002351
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,,Hablantes de lengua indigena,29011,66.67
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,,Discapacidad,29011,97.60956175
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,,Afromexicana o afrodescendiente,29011,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Muñoz de Domingo Arenas,,Residentes en otra entidad 5 años atrás,29011,98.94736842
2010,Censo de Población y Vivienda,Tlaxcala,Españita,Total,,29012,97.98916315
2010,Censo de Población y Vivienda,Tlaxcala,Españita,Hombres,,29012,97.68405656
2010,Censo de Población y Vivienda,Tlaxcala,Españita,Mujeres,,29012,98.2869379
2010,Censo de Población y Vivienda,Tlaxcala,Españita,,Hablantes de lengua indigena,29012,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Españita,,Discapacidad,29012,96.85185185
2010,Censo de Población y Vivienda,Tlaxcala,Españita,,Afromexicana o afrodescendiente,29012,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Españita,,Residentes en otra entidad 5 años atrás,29012,95.66929134
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,Total,,29013,98.62270648
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,Hombres,,29013,98.56689056
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,Mujeres,,29013,98.67554229
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,,Hablantes de lengua indigena,29013,97.86
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,,Discapacidad,29013,97.87363305
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,,Afromexicana o afrodescendiente,29013,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Huamantla,,Residentes en otra entidad 5 años atrás,29013,99.36936937
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,Total,,29014,98.2961519
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,Hombres,,29014,98.22710623
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,Mujeres,,29014,98.36322232
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,,Hablantes de lengua indigena,29014,95.45
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,,Discapacidad,29014,97.92
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,,Afromexicana o afrodescendiente,29014,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Hueyotlipan,,Residentes en otra entidad 5 años atrás,29014,99.39393939
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,Total,,29015,99.07040799
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,Hombres,,29015,98.9798962
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,Mujeres,,29015,99.15427561
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,,Hablantes de lengua indigena,29015,97.97
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,,Discapacidad,29015,97.42096506
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,,Afromexicana o afrodescendiente,29015,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Ixtacuixtla de Mariano Matamoros,,Residentes en otra entidad 5 años atrás,29015,98.93307468
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,Total,,29016,99.30760165
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,Hombres,,29016,99.26017263
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,Mujeres,,29016,99.3510158
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,,Hablantes de lengua indigena,29016,99.77
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,,Discapacidad,29016,99.5157385
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,,Afromexicana o afrodescendiente,29016,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Ixtenco,,Residentes en otra entidad 5 años atrás,29016,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,Total,,29017,99.44467297
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,Hombres,,29017,99.32730713
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,Mujeres,,29017,99.55707671
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,,Hablantes de lengua indigena,29017,98.66
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,,Discapacidad,29017,99.57264957
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,,Afromexicana o afrodescendiente,29017,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Mazatecochco de José María Morelos,,Residentes en otra entidad 5 años atrás,29017,98.05825243
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,Total,,29018,99.08984564
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,Hombres,,29018,99.01428988
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,Mujeres,,29018,99.16219839
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,,Hablantes de lengua indigena,29018,98.58
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,,Discapacidad,29018,98.6273164
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,,Afromexicana o afrodescendiente,29018,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Contla de Juan Cuamatzi,,Residentes en otra entidad 5 años atrás,29018,96.48648649
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,Total,,29019,99.00382317
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,Hombres,,29019,98.91145775
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,Mujeres,,29019,99.08902692
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,,Hablantes de lengua indigena,29019,96.33
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,,Discapacidad,29019,98.5915493
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,,Afromexicana o afrodescendiente,29019,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tepetitla de Lardizábal,,Residentes en otra entidad 5 años atrás,29019,98.62068966
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,Total,,29020,98.80600544
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,Hombres,,29020,98.72596154
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,Mujeres,,29020,98.88346127
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,,Hablantes de lengua indigena,29020,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,,Discapacidad,29020,96.62921348
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,,Afromexicana o afrodescendiente,29020,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Sanctórum de Lázaro Cárdenas,,Residentes en otra entidad 5 años atrás,29020,98.63636364
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,Total,,29021,99.20841138
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,Hombres,,29021,98.99764881
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,Mujeres,,29021,99.4095418
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,,Hablantes de lengua indigena,29021,93.18
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,,Discapacidad,29021,97.79310345
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,,Afromexicana o afrodescendiente,29021,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Nanacamilpa de Mariano Arista,,Residentes en otra entidad 5 años atrás,29021,99.17525773
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,Total,,29022,99.38129751
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,Hombres,,29022,99.39694927
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,Mujeres,,29022,99.36575053
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,,Hablantes de lengua indigena,29022,98.45
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,,Discapacidad,29022,98.05194805
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,,Afromexicana o afrodescendiente,29022,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Acuamanala de Miguel Hidalgo,,Residentes en otra entidad 5 años atrás,29022,97.6744186
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,Total,,29023,98.58192162
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,Hombres,,29023,98.61012748
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,Mujeres,,29023,98.55592723
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,,Hablantes de lengua indigena,29023,97.53
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,,Discapacidad,29023,98.14569536
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,,Afromexicana o afrodescendiente,29023,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Natívitas,,Residentes en otra entidad 5 años atrás,29023,96.72131148
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,Total,,29024,98.98743296
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,Hombres,,29024,98.89751942
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,Mujeres,,29024,99.07016061
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,,Hablantes de lengua indigena,29024,93.54
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,,Discapacidad,29024,98.32810867
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,,Afromexicana o afrodescendiente,29024,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Panotla,,Residentes en otra entidad 5 años atrás,29024,98.04421769
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,Total,,29025,98.19643037
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,Hombres,,29025,98.13078636
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,Mujeres,,29025,98.26012793
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,,Hablantes de lengua indigena,29025,94.97
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,,Discapacidad,29025,97.2972973
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,,Afromexicana o afrodescendiente,29025,0.0
2010,Censo de Población y Vivienda,Tlaxcala,San Pablo del Monte,,Residentes en otra entidad 5 años atrás,29025,97.710718
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,Total,,29026,98.93415179
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,Hombres,,29026,98.955495
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,Mujeres,,29026,98.91352063
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,,Hablantes de lengua indigena,29026,97.3
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,,Discapacidad,29026,98.14585909
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,,Afromexicana o afrodescendiente,29026,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Santa Cruz Tlaxcala,,Residentes en otra entidad 5 años atrás,29026,97.5483871
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,Total,,29027,99.08718649
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,Hombres,,29027,99.05478733
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,Mujeres,,29027,99.11798968
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,,Hablantes de lengua indigena,29027,99.58
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,,Discapacidad,29027,98.57142857
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,,Afromexicana o afrodescendiente,29027,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tenancingo,,Residentes en otra entidad 5 años atrás,29027,99.31034483
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,Total,,29028,98.09338701
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,Hombres,,29028,98.0082748
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,Mujeres,,29028,98.17225392
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,,Hablantes de lengua indigena,29028,92.89
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,,Discapacidad,29028,97.85714286
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,,Afromexicana o afrodescendiente,29028,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Teolocholco,,Residentes en otra entidad 5 años atrás,29028,94.90616622
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,Total,,29029,98.84323524
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,Hombres,,29029,98.8458529
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,Mujeres,,29029,98.84088514
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,,Hablantes de lengua indigena,29029,97.89
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,,Discapacidad,29029,98.85386819
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,,Afromexicana o afrodescendiente,29029,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tepeyanco,,Residentes en otra entidad 5 años atrás,29029,99.01477833
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,Total,,29030,96.9800363
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,Hombres,,29030,97.01667154
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,Mujeres,,29030,96.94392389
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,,Hablantes de lengua indigena,29030,94.74
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,,Discapacidad,29030,95.81818182
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,,Afromexicana o afrodescendiente,29030,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Terrenate,,Residentes en otra entidad 5 años atrás,29030,94.87179487
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,Total,,29031,98.45174309
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,Hombres,,29031,98.37328767
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,Mujeres,,29031,98.52641586
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,,Hablantes de lengua indigena,29031,96.03
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,,Discapacidad,29031,97.74812344
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,,Afromexicana o afrodescendiente,29031,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tetla de la Solidaridad,,Residentes en otra entidad 5 años atrás,29031,98.58208955
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,Total,,29032,98.14694934
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,Hombres,,29032,98.13602015
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,Mujeres,,29032,98.15711385
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,,Hablantes de lengua indigena,29032,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,,Discapacidad,29032,97.6119403
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,,Afromexicana o afrodescendiente,29032,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tetlatlahuca,,Residentes en otra entidad 5 años atrás,29032,97.8021978
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,Total,,29033,99.45443638
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,Hombres,,29033,99.48169122
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,Mujeres,,29033,99.43010177
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,,Hablantes de lengua indigena,29033,98.09
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,,Discapacidad,29033,98.93213917
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,,Afromexicana o afrodescendiente,29033,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxcala,,Residentes en otra entidad 5 años atrás,29033,99.37943262
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,Total,,29034,98.66248432
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,Hombres,,29034,98.55697633
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,Mujeres,,29034,98.76331158
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,,Hablantes de lengua indigena,29034,98.91
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,,Discapacidad,29034,97.79792746
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,,Afromexicana o afrodescendiente,29034,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tlaxco,,Residentes en otra entidad 5 años atrás,29034,97.77468707
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,Total,,29035,98.17302526
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,Hombres,,29035,98.32909553
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,Mujeres,,29035,98.02120141
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,,Hablantes de lengua indigena,29035,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,,Discapacidad,29035,98.91696751
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,,Afromexicana o afrodescendiente,29035,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tocatlán,,Residentes en otra entidad 5 años atrás,29035,98.0952381
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,Total,,29036,99.39092725
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,Hombres,,29036,99.41860465
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,Mujeres,,29036,99.36561246
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,,Hablantes de lengua indigena,29036,97.15
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,,Discapacidad,29036,99.35483871
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,,Afromexicana o afrodescendiente,29036,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Totolac,,Residentes en otra entidad 5 años atrás,29036,97.31663685
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,Total,,29037,97.58713137
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,Hombres,,29037,97.37913486
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,Mujeres,,29037,97.77829747
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,,Hablantes de lengua indigena,29037,90.0
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,,Discapacidad,29037,98.03921569
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,,Afromexicana o afrodescendiente,29037,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,,Residentes en otra entidad 5 años atrás,29037,95.15151515
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,Total,,29038,97.93694311
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,Hombres,,29038,97.94995052
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,Mujeres,,29038,97.924704
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,,Hablantes de lengua indigena,29038,95.33
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,,Discapacidad,29038,97.04301075
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,,Afromexicana o afrodescendiente,29038,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Tzompantepec,,Residentes en otra entidad 5 años atrás,29038,98.45238095
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,Total,,29039,98.17219153
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,Hombres,,29039,97.98595713
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,Mujeres,,29039,98.3571953
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,,Hablantes de lengua indigena,29039,93.26
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,,Discapacidad,29039,97.15061058
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,,Afromexicana o afrodescendiente,29039,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Xaloztoc,,Residentes en otra entidad 5 años atrás,29039,95.49902153
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,Total,,29040,98.34871795
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,Hombres,,29040,98.12286689
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,Mujeres,,29040,98.55788226
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,,Hablantes de lengua indigena,29040,100.0
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,,Discapacidad,29040,97.47048904
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,,Afromexicana o afrodescendiente,29040,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Xaltocan,,Residentes en otra entidad 5 años atrás,29040,99.30795848
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,Total,,29041,98.96474119
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,Hombres,,29041,98.96866943
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,Mujeres,,29041,98.96111392
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,,Hablantes de lengua indigena,29041,99.15
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,,Discapacidad,29041,99.23273657
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,,Afromexicana o afrodescendiente,29041,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Papalotla de Xicohténcatl,,Residentes en otra entidad 5 años atrás,29041,99.79253112
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,Total,,29042,98.94624187
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,Hombres,,29042,98.82819231
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,Mujeres,,29042,99.05422446
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,,Hablantes de lengua indigena,29042,97.44
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,,Discapacidad,29042,98.00443459
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,,Afromexicana o afrodescendiente,29042,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Xicohtzinco,,Residentes en otra entidad 5 años atrás,29042,98.01980198
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,Total,,29043,99.1503771
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,Hombres,,29043,99.13333761
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,Mujeres,,29043,99.16607523
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,,Hablantes de lengua indigena,29043,96.76
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,,Discapacidad,29043,98.69224063
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,,Afromexicana o afrodescendiente,29043,0.0
2010,Censo de Población y Vivienda,Tlaxcala,Yauhquemehcan,,Residentes en otra entidad 5 años atrás,29043,98.93673578
2010,Censo de Población y Vivienda,Tlaxcala,Zacatelco,Total,,29044,98.96340669
2010,Censo de Población y Vivienda,Tlaxcala,Zacatelco,Hombres,,29044,98.90032119
2010,Censo de Población y Vivienda,Tlaxcala,Zacatelco,Mujeres,,29044,99.02127235
2010,Censo de Población y Vivienda,Tlaxcala,Zacatelco,,Hablantes de lengua indigena,29044,98.41
2010,Censo de Población y Vivienda,Tlaxcala,Zacatelco,,Discapacidad,29044,99.04901244
2010,Censo de Población y Vivienda,Tlaxcala,Zacatelco,,Afromexicana o afrodescendiente,29044,0.0
