Year,Entidad federativa,Unidades económicas víctimas,GeoCode,Value
2019,Veracruz de Ignacio de la Llave,Tamaño Grande,30,67.1288005629565
2017,Veracruz de Ignacio de la Llave,Tamaño Grande,30,65.2777777777778
2015,Veracruz de Ignacio de la Llave,Tamaño Grande,30,69.4117647058824
2013,Veracruz de Ignacio de la Llave,Tamaño Grande,30,68.8172043010753
2011,Veracruz de Ignacio de la Llave,Tamaño Grande,30,68.7898089171974
2021,Veracruz de Ignacio de la Llave,Sector económico Comercio,30,24.89387892
2019,Veracruz de Ignacio de la Llave,Sector económico Comercio,30,34.3401400591375
2017,Veracruz de Ignacio de la Llave,Sector económico Comercio,30,29.7458428304864
2015,Veracruz de Ignacio de la Llave,Sector económico Comercio,30,29.8307806145871
2013,Veracruz de Ignacio de la Llave,Sector económico Comercio,30,31.124194715419502
2011,Veracruz de Ignacio de la Llave,Sector económico Comercio,30,29.6273389885034
2021,Veracruz de Ignacio de la Llave,Sector económico Industria,30,13.99025192
2019,Veracruz de Ignacio de la Llave,Sector económico Industria,30,26.266240807555096
2017,Veracruz de Ignacio de la Llave,Sector económico Industria,30,24.284781472759292
2015,Veracruz de Ignacio de la Llave,Sector económico Industria,30,27.6717104969794
2013,Veracruz de Ignacio de la Llave,Sector económico Industria,30,29.5529790618666
2011,Veracruz de Ignacio de la Llave,Sector económico Industria,30,23.1760373327111
2021,Veracruz de Ignacio de la Llave,Sector económico Servicios,30,18.63417772
2019,Veracruz de Ignacio de la Llave,Sector económico Servicios,30,26.7463260450847
2017,Veracruz de Ignacio de la Llave,Sector económico Servicios,30,23.983991039392304
2015,Veracruz de Ignacio de la Llave,Sector económico Servicios,30,28.420964370726995
2013,Veracruz de Ignacio de la Llave,Sector económico Servicios,30,19.1486920363734
2011,Veracruz de Ignacio de la Llave,Sector económico Servicios,30,23.8610592723969
2021,Yucatán,Total,31,12.875281879999998
2019,Yucatán,Total,31,21.0274990806275
2017,Yucatán,Total,31,22.4269014117161
2015,Yucatán,Total,31,23.8880984206414
2013,Yucatán,Total,31,28.9617967049202
2011,Yucatán,Total,31,27.5028216031518
2021,Yucatán,Tamaño Micro,31,12.17013037
2019,Yucatán,Tamaño Micro,31,19.9717088095084
2017,Yucatán,Tamaño Micro,31,21.6374269005848
2015,Yucatán,Tamaño Micro,31,23.1098430813124
2013,Yucatán,Tamaño Micro,31,28.2245827010622
2011,Yucatán,Tamaño Micro,31,26.275992438563303
2021,Yucatán,Tamaño Pequeña,31,22.11553961
2019,Yucatán,Tamaño Pequeña,31,43.5521243180229
2017,Yucatán,Tamaño Pequeña,31,40.3225806451613
2015,Yucatán,Tamaño Pequeña,31,39.4160583941606
2013,Yucatán,Tamaño Pequeña,31,38.6934673366834
2011,Yucatán,Tamaño Pequeña,31,47.413381948102106
2021,Yucatán,Tamaño Mediana,31,41.28772456
2019,Yucatán,Tamaño Mediana,31,48.63303742599269
2017,Yucatán,Tamaño Mediana,31,54.375
2015,Yucatán,Tamaño Mediana,31,49.2957746478873
2013,Yucatán,Tamaño Mediana,31,48.0
2011,Yucatán,Tamaño Mediana,31,55.8823529411765
2021,Yucatán,Tamaño Grande,31,37.10382514
2019,Yucatán,Tamaño Grande,31,50.5143566111308
2017,Yucatán,Tamaño Grande,31,48.0
2015,Yucatán,Tamaño Grande,31,60.0
2013,Yucatán,Tamaño Grande,31,61.11111111111111
2011,Yucatán,Tamaño Grande,31,58.02469135802469
2021,Yucatán,Sector económico Comercio,31,17.41187685
2019,Yucatán,Sector económico Comercio,31,27.9203855694165
2017,Yucatán,Sector económico Comercio,31,35.07680169565
2015,Yucatán,Sector económico Comercio,31,31.6200924104589
2013,Yucatán,Sector económico Comercio,31,35.3263494390185
2011,Yucatán,Sector económico Comercio,31,31.5460135065147
2021,Yucatán,Sector económico Industria,31,6.991649015
2019,Yucatán,Sector económico Industria,31,10.4730186910076
2017,Yucatán,Sector económico Industria,31,11.308899957238102
2015,Yucatán,Sector económico Industria,31,17.1042585198884
2013,Yucatán,Sector económico Industria,31,26.4101449253842
2011,Yucatán,Sector económico Industria,31,22.294281318107704
2021,Yucatán,Sector económico Servicios,31,12.32751563
2019,Yucatán,Sector económico Servicios,31,21.2118389420171
2017,Yucatán,Sector económico Servicios,31,17.260750977755
2015,Yucatán,Sector económico Servicios,31,20.8642142239029
2013,Yucatán,Sector económico Servicios,31,22.7798042371589
2011,Yucatán,Sector económico Servicios,31,24.8869536435253
2021,Zacatecas,Total,32,29.92048859
2019,Zacatecas,Total,32,26.3001750748894
2017,Zacatecas,Total,32,35.1908725638441
2015,Zacatecas,Total,32,28.3527032367307
2013,Zacatecas,Total,32,25.553409225326003
2011,Zacatecas,Total,32,23.0897414259499
2021,Zacatecas,Tamaño Micro,32,29.33459177
2019,Zacatecas,Tamaño Micro,32,25.588208520784395
2017,Zacatecas,Tamaño Micro,32,34.5403899721448
2015,Zacatecas,Tamaño Micro,32,27.6363636363636
2013,Zacatecas,Tamaño Micro,32,24.8081841432225
2011,Zacatecas,Tamaño Micro,32,21.939953810623603
2021,Zacatecas,Tamaño Pequeña,32,42.74838135000001
2019,Zacatecas,Tamaño Pequeña,32,46.6013127420128
2017,Zacatecas,Tamaño Pequeña,32,55.8823529411765
2015,Zacatecas,Tamaño Pequeña,32,49.2307692307692
2013,Zacatecas,Tamaño Pequeña,32,47.23926380368099
2011,Zacatecas,Tamaño Pequeña,32,57.42574257425739
2021,Zacatecas,Tamaño Mediana,32,57.21100576
2019,Zacatecas,Tamaño Mediana,32,65.6875996557499
2017,Zacatecas,Tamaño Mediana,32,71.264367816092
2015,Zacatecas,Tamaño Mediana,32,67.0454545454545
2013,Zacatecas,Tamaño Mediana,32,55.4054054054054
2011,Zacatecas,Tamaño Mediana,32,65.9574468085106
2021,Zacatecas,Tamaño Grande,32,53.82647959
2019,Zacatecas,Tamaño Grande,32,49.4358974358974
2017,Zacatecas,Tamaño Grande,32,74.2424242424242
2015,Zacatecas,Tamaño Grande,32,66.6666666666667
2013,Zacatecas,Tamaño Grande,32,50.847457627118594
2011,Zacatecas,Tamaño Grande,32,63.0434782608696
2021,Zacatecas,Sector económico Comercio,32,31.38480266
2019,Zacatecas,Sector económico Comercio,32,29.6843195285703
2017,Zacatecas,Sector económico Comercio,32,40.932543242129
2015,Zacatecas,Sector económico Comercio,32,33.4606286196588
2013,Zacatecas,Sector económico Comercio,32,29.035115457435
2011,Zacatecas,Sector económico Comercio,32,29.0710396542851
2021,Zacatecas,Sector económico Industria,32,23.57696204
2019,Zacatecas,Sector económico Industria,32,23.6768069078548
2017,Zacatecas,Sector económico Industria,32,34.6782347029622
2015,Zacatecas,Sector económico Industria,32,25.9023819695155
2013,Zacatecas,Sector económico Industria,32,21.3731882774018
2011,Zacatecas,Sector económico Industria,32,21.881030860179
2021,Zacatecas,Sector económico Servicios,32,29.91458398
2019,Zacatecas,Sector económico Servicios,32,23.0573309253372
2017,Zacatecas,Sector económico Servicios,32,28.329529613384505
2015,Zacatecas,Sector económico Servicios,32,22.4583700255066
2013,Zacatecas,Sector económico Servicios,32,22.3153972844091
2011,Zacatecas,Sector económico Servicios,32,14.4781762757077
